#         Fichier   des       frontièresliquides  transitoires		
#         Généré    le              7/02/2019		
T         Q(2)  Q(1)		
s         m3/s		
759600	56.30123584	18.274
763200	55.77505606	17.523
766800	54.72269651	18.022
770400	55.77505606	17.593
774000	57.87977516	18.456
777600	58.40595493	18.565
781200	58.40595493	18.675
784800	58.40595493	19.081
788400	58.93213471	18.456
792000	58.93213471	18.675
795600	58.40595493	18.565
799200	58.40595493	18.675
802800	57.87977516	18.456
806400	57.35359539	18.238
810000	56.82741561	17.843
813600	56.82741561	18.058
817200	55.77505606	17.914
820800	54.19651674	17.879
824400	54.72269651	17.914
828000	54.19651674	17.593
831600	53.67033697	17.593
835200	52.61797742	17.452
838800	52.24965158	17.382
842400	52.14441562	17.311
846000	52.51274146	17.452
849600	52.61797742	17.664
853200	53.14415719	17.843
856800	53.67033697	18.202
860400	54.19651674	17.986
864000	55.24887629	18.675
867600	54.72269651	18.97
